parameter_set_id,manifest_id,boarding_policy,load_factor,luggage_probability,cross_zone_violation_rate,stow_dist,stow_shape_k,stow_scale_lambda_s,shuffle_model,shuffle_low_s,shuffle_mode_s,shuffle_high_s,total_ticks,total_seconds,avg_boarding_seconds,avg_wait_seconds,luggage_passengers,avg_assigned_stow_seconds,row_conflict_count,seat_shuffle_starts,seat_shuffle_finishes,boarding_completion_success
P03_wb_k1.7_l14_tri_15_21.0_26,29,std,0.85,0.75,0.05,weibull,1.7,14.0,triangular,15.0,21.0,26.0,1347,673.5,81.2258064516129,61.88911290322581,177,12.333333333333334,2605,60,60,True
P03_wb_k1.7_l14_tri_15_21.0_26,30,std,0.85,0.75,0.05,weibull,1.7,14.0,triangular,15.0,21.0,26.0,1384,692.0,94.42338709677419,74.60685483870968,188,11.96808510638298,2306,55,55,True
P04_wb_k1.7_l16_tri_15_20.0_26,1,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1565,782.5,110.09274193548387,90.24798387096774,186,14.182795698924732,2422,58,58,True
P04_wb_k1.7_l16_tri_15_20.0_26,2,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1546,773.0,111.17540322580645,91.25,192,15.078125,2346,57,56,True
P04_wb_k1.7_l16_tri_15_20.0_26,3,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1698,849.0,109.13306451612904,89.13104838709677,185,13.52972972972973,2358,56,56,True
P04_wb_k1.7_l16_tri_15_20.0_26,4,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1634,817.0,114.03225806451613,94.50604838709677,188,14.430851063829786,2675,64,64,True
P04_wb_k1.7_l16_tri_15_20.0_26,5,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1605,802.5,105.31854838709677,85.31854838709677,183,14.005464480874316,2687,66,66,True
P04_wb_k1.7_l16_tri_15_20.0_26,6,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1554,777.0,122.31451612903226,102.45161290322581,187,14.732620320855615,2394,58,57,True
P04_wb_k1.7_l16_tri_15_20.0_26,7,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1657,828.5,116.70564516129032,96.80443548387096,184,14.38586956521739,2264,54,54,True
P04_wb_k1.7_l16_tri_15_20.0_26,8,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1472,736.0,107.57862903225806,88.02016129032258,190,14.605263157894736,2345,57,57,True
P04_wb_k1.7_l16_tri_15_20.0_26,9,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1604,802.0,104.2883064516129,84.49395161290323,188,14.893617021276595,2471,59,59,True
P04_wb_k1.7_l16_tri_15_20.0_26,10,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1721,860.5,117.35483870967742,97.78629032258064,175,14.405714285714286,2546,60,60,True
P04_wb_k1.7_l16_tri_15_20.0_26,11,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1383,691.5,95.56048387096774,75.6008064516129,180,13.761111111111111,2097,50,50,True
P04_wb_k1.7_l16_tri_15_20.0_26,12,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1622,811.0,124.34879032258064,104.7116935483871,193,14.507772020725389,2401,57,57,True
P04_wb_k1.7_l16_tri_15_20.0_26,13,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1496,748.0,114.11290322580645,94.72379032258064,181,14.723756906077348,2796,68,68,True
P04_wb_k1.7_l16_tri_15_20.0_26,14,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1784,892.0,119.81653225806451,100.29637096774194,190,15.705263157894738,2337,56,56,True
P04_wb_k1.7_l16_tri_15_20.0_26,15,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1542,771.0,113.84475806451613,94.1875,186,14.166666666666666,2707,65,65,True
P04_wb_k1.7_l16_tri_15_20.0_26,16,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1427,713.5,101.7741935483871,82.01814516129032,181,14.077348066298342,2298,57,57,True
P04_wb_k1.7_l16_tri_15_20.0_26,17,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1496,748.0,118.1774193548387,98.19959677419355,189,14.671957671957673,2084,50,49,True
P04_wb_k1.7_l16_tri_15_20.0_26,18,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1629,814.5,137.13709677419354,117.1875,194,13.97938144329897,2815,68,66,True
P04_wb_k1.7_l16_tri_15_20.0_26,19,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1430,715.0,97.26612903225806,77.51209677419355,177,13.785310734463277,2133,51,51,True
P04_wb_k1.7_l16_tri_15_20.0_26,20,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1530,765.0,105.15927419354838,85.1774193548387,192,13.822916666666666,2415,57,57,True
P04_wb_k1.7_l16_tri_15_20.0_26,21,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1764,882.0,116.7258064516129,96.9758064516129,191,13.921465968586388,2713,66,66,True
P04_wb_k1.7_l16_tri_15_20.0_26,22,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1654,827.0,121.92540322580645,102.0725806451613,181,14.96132596685083,2610,62,62,True
P04_wb_k1.7_l16_tri_15_20.0_26,23,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1516,758.0,122.95766129032258,103.45564516129032,191,14.75916230366492,2418,58,58,True
P04_wb_k1.7_l16_tri_15_20.0_26,24,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1667,833.5,116.12298387096774,96.18548387096774,181,13.613259668508288,2788,69,68,True
P04_wb_k1.7_l16_tri_15_20.0_26,25,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1639,819.5,106.41532258064517,86.65725806451613,193,13.751295336787564,2453,60,60,True
P04_wb_k1.7_l16_tri_15_20.0_26,26,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1730,865.0,127.40322580645162,107.76411290322581,186,14.295698924731182,2820,67,67,True
P04_wb_k1.7_l16_tri_15_20.0_26,27,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1690,845.0,113.42540322580645,93.86088709677419,185,14.005405405405405,2749,68,67,True
P04_wb_k1.7_l16_tri_15_20.0_26,28,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1658,829.0,121.97782258064517,102.08870967741936,174,14.994252873563218,2194,53,53,True
P04_wb_k1.7_l16_tri_15_20.0_26,29,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1436,718.0,87.00403225806451,67.66733870967742,177,14.101694915254237,2551,60,60,True
P04_wb_k1.7_l16_tri_15_20.0_26,30,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.0,26.0,1510,755.0,102.97177419354838,83.15524193548387,188,13.712765957446809,2271,55,55,True
P05_wb_k1.7_l16_tri_15_20.5_26,1,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1578,789.0,111.20967741935483,91.3649193548387,186,14.182795698924732,2436,58,58,True
P05_wb_k1.7_l16_tri_15_20.5_26,2,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1548,774.0,111.1350806451613,91.20967741935483,192,15.078125,2346,57,56,True
P05_wb_k1.7_l16_tri_15_20.5_26,3,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1713,856.5,110.25403225806451,90.25201612903226,185,13.52972972972973,2362,56,56,True
P05_wb_k1.7_l16_tri_15_20.5_26,4,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1637,818.5,113.24596774193549,93.71975806451613,188,14.430851063829786,2660,64,64,True
P05_wb_k1.7_l16_tri_15_20.5_26,5,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1623,811.5,105.42943548387096,85.42943548387096,183,14.005464480874316,2773,66,66,True
P05_wb_k1.7_l16_tri_15_20.5_26,6,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1558,779.0,122.95967741935483,103.09677419354838,187,14.732620320855615,2422,58,57,True
P05_wb_k1.7_l16_tri_15_20.5_26,7,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1651,825.5,116.93548387096774,97.03427419354838,184,14.38586956521739,2276,54,54,True
P05_wb_k1.7_l16_tri_15_20.5_26,8,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1485,742.5,108.7116935483871,89.15322580645162,190,14.605263157894736,2449,57,57,True
P05_wb_k1.7_l16_tri_15_20.5_26,9,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1585,792.5,104.27822580645162,84.48387096774194,188,14.893617021276595,2487,59,59,True
P05_wb_k1.7_l16_tri_15_20.5_26,10,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1718,859.0,117.55040322580645,97.98185483870968,175,14.405714285714286,2521,60,60,True
P05_wb_k1.7_l16_tri_15_20.5_26,11,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1399,699.5,97.12701612903226,77.16733870967742,180,13.761111111111111,2130,50,50,True
P05_wb_k1.7_l16_tri_15_20.5_26,12,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1615,807.5,124.20161290322581,104.56451612903226,193,14.507772020725389,2343,57,57,True
P05_wb_k1.7_l16_tri_15_20.5_26,13,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1506,753.0,114.30846774193549,94.91935483870968,181,14.723756906077348,2853,68,68,True
P05_wb_k1.7_l16_tri_15_20.5_26,14,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1804,902.0,120.06854838709677,100.54838709677419,190,15.705263157894738,2347,56,56,True
P05_wb_k1.7_l16_tri_15_20.5_26,15,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1558,779.0,115.07459677419355,95.41733870967742,186,14.166666666666666,2718,65,65,True
P05_wb_k1.7_l16_tri_15_20.5_26,16,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1434,717.0,102.90725806451613,83.15120967741936,181,14.077348066298342,2283,57,57,True
P05_wb_k1.7_l16_tri_15_20.5_26,17,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1493,746.5,117.9274193548387,97.94959677419355,189,14.671957671957673,2050,50,49,True
P05_wb_k1.7_l16_tri_15_20.5_26,18,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1629,814.5,137.88306451612902,117.93346774193549,194,13.97938144329897,2828,68,66,True
P05_wb_k1.7_l16_tri_15_20.5_26,19,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1414,707.0,97.53629032258064,77.78225806451613,177,13.785310734463277,2121,51,51,True
P05_wb_k1.7_l16_tri_15_20.5_26,20,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1521,760.5,103.21975806451613,83.23790322580645,192,13.822916666666666,2372,57,57,True
P05_wb_k1.7_l16_tri_15_20.5_26,21,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1776,888.0,116.76612903225806,97.01612903225806,191,13.921465968586388,2789,66,66,True
P05_wb_k1.7_l16_tri_15_20.5_26,22,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1641,820.5,117.13306451612904,97.28024193548387,181,14.96132596685083,2513,62,62,True
P05_wb_k1.7_l16_tri_15_20.5_26,23,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1529,764.5,123.51209677419355,104.0100806451613,191,14.75916230366492,2479,58,58,True
P05_wb_k1.7_l16_tri_15_20.5_26,24,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1696,848.0,116.85483870967742,96.91733870967742,181,13.613259668508288,2820,69,68,True
P05_wb_k1.7_l16_tri_15_20.5_26,25,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1656,828.0,107.58870967741936,87.83064516129032,193,13.751295336787564,2496,60,60,True
P05_wb_k1.7_l16_tri_15_20.5_26,26,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1706,853.0,126.59879032258064,106.95967741935483,186,14.295698924731182,2787,67,67,True
P05_wb_k1.7_l16_tri_15_20.5_26,27,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1708,854.0,114.74798387096774,95.18346774193549,185,14.005405405405405,2824,68,67,True
P05_wb_k1.7_l16_tri_15_20.5_26,28,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1634,817.0,121.79032258064517,101.90120967741936,174,14.994252873563218,2197,53,53,True
P05_wb_k1.7_l16_tri_15_20.5_26,29,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1427,713.5,86.1633064516129,66.82661290322581,177,14.101694915254237,2455,60,60,True
P05_wb_k1.7_l16_tri_15_20.5_26,30,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,20.5,26.0,1472,736.0,101.89112903225806,82.07459677419355,188,13.712765957446809,2287,55,55,True
P06_wb_k1.7_l16_tri_15_21.0_26,1,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1576,788.0,110.65725806451613,90.8125,186,14.182795698924732,2437,58,58,True
P06_wb_k1.7_l16_tri_15_21.0_26,2,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1538,769.0,111.46774193548387,91.54233870967742,192,15.078125,2420,57,56,True
P06_wb_k1.7_l16_tri_15_21.0_26,3,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1706,853.0,110.31451612903226,90.3125,185,13.52972972972973,2359,56,56,True
P06_wb_k1.7_l16_tri_15_21.0_26,4,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1670,835.0,114.50604838709677,94.97983870967742,188,14.430851063829786,2785,64,64,True
P06_wb_k1.7_l16_tri_15_21.0_26,5,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1623,811.5,106.21370967741936,86.21370967741936,183,14.005464480874316,2791,66,66,True
P06_wb_k1.7_l16_tri_15_21.0_26,6,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1571,785.5,122.47379032258064,102.61088709677419,187,14.732620320855615,2434,58,57,True
P06_wb_k1.7_l16_tri_15_21.0_26,7,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1639,819.5,115.69959677419355,95.79838709677419,184,14.38586956521739,2322,54,54,True
P06_wb_k1.7_l16_tri_15_21.0_26,8,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1491,745.5,108.09677419354838,88.5383064516129,190,14.605263157894736,2386,57,57,True
P06_wb_k1.7_l16_tri_15_21.0_26,9,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1584,792.0,104.15725806451613,84.36290322580645,188,14.893617021276595,2494,59,59,True
P06_wb_k1.7_l16_tri_15_21.0_26,10,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1713,856.5,117.40524193548387,97.8366935483871,175,14.405714285714286,2550,60,60,True
P06_wb_k1.7_l16_tri_15_21.0_26,11,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1408,704.0,96.1149193548387,76.15524193548387,180,13.761111111111111,2111,50,50,True
P06_wb_k1.7_l16_tri_15_21.0_26,12,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1637,818.5,125.75,106.11290322580645,193,14.507772020725389,2440,57,57,True
P06_wb_k1.7_l16_tri_15_21.0_26,13,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1523,761.5,114.61290322580645,95.22379032258064,181,14.723756906077348,2890,68,68,True
P06_wb_k1.7_l16_tri_15_21.0_26,14,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1795,897.5,120.15725806451613,100.63709677419355,190,15.705263157894738,2385,56,56,True
P06_wb_k1.7_l16_tri_15_21.0_26,15,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1564,782.0,115.90120967741936,96.24395161290323,186,14.166666666666666,2712,65,65,True
P06_wb_k1.7_l16_tri_15_21.0_26,16,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1479,739.5,103.02822580645162,83.27217741935483,181,14.077348066298342,2400,57,57,True
P06_wb_k1.7_l16_tri_15_21.0_26,17,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1477,738.5,117.20161290322581,97.22379032258064,189,14.671957671957673,2054,50,49,True
P06_wb_k1.7_l16_tri_15_21.0_26,18,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1609,804.5,137.1048387096774,117.15524193548387,194,13.97938144329897,2772,68,66,True
P06_wb_k1.7_l16_tri_15_21.0_26,19,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1459,729.5,98.70564516129032,78.95161290322581,177,13.785310734463277,2177,51,51,True
P06_wb_k1.7_l16_tri_15_21.0_26,20,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1517,758.5,104.47379032258064,84.49193548387096,192,13.822916666666666,2404,57,57,True
P06_wb_k1.7_l16_tri_15_21.0_26,21,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1761,880.5,116.29838709677419,96.54838709677419,191,13.921465968586388,2857,66,66,True
P06_wb_k1.7_l16_tri_15_21.0_26,22,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1646,823.0,118.13911290322581,98.28629032258064,181,14.96132596685083,2573,62,62,True
P06_wb_k1.7_l16_tri_15_21.0_26,23,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1506,753.0,122.95967741935483,103.45766129032258,191,14.75916230366492,2420,58,58,True
P06_wb_k1.7_l16_tri_15_21.0_26,24,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1691,845.5,117.67338709677419,97.73588709677419,181,13.613259668508288,2908,69,68,True
P06_wb_k1.7_l16_tri_15_21.0_26,25,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1671,835.5,109.34274193548387,89.58467741935483,193,13.751295336787564,2526,60,60,True
P06_wb_k1.7_l16_tri_15_21.0_26,26,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1730,865.0,126.57862903225806,106.93951612903226,186,14.295698924731182,2770,67,67,True
P06_wb_k1.7_l16_tri_15_21.0_26,27,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1698,849.0,114.99798387096774,95.43346774193549,185,14.005405405405405,2849,68,67,True
P06_wb_k1.7_l16_tri_15_21.0_26,28,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1656,828.0,122.67540322580645,102.78629032258064,174,14.994252873563218,2232,53,53,True
P06_wb_k1.7_l16_tri_15_21.0_26,29,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1417,708.5,86.42943548387096,67.09274193548387,177,14.101694915254237,2480,60,60,True
