parameter_set_id,manifest_id,boarding_policy,load_factor,luggage_probability,cross_zone_violation_rate,stow_dist,stow_shape_k,stow_scale_lambda_s,shuffle_model,shuffle_low_s,shuffle_mode_s,shuffle_high_s,total_ticks,total_seconds,avg_boarding_seconds,avg_wait_seconds,luggage_passengers,avg_assigned_stow_seconds,row_conflict_count,seat_shuffle_starts,seat_shuffle_finishes,boarding_completion_success
P06_wb_k1.7_l16_tri_15_21.0_26,30,std,0.85,0.75,0.05,weibull,1.7,16.0,triangular,15.0,21.0,26.0,1516,758.0,102.7600806451613,82.94354838709677,188,13.712765957446809,2323,55,55,True
P07_wb_k1.7_l18_tri_15_20.0_26,1,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1634,817.0,117.08064516129032,97.23588709677419,186,15.924731182795698,2372,58,58,True
P07_wb_k1.7_l18_tri_15_20.0_26,2,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1622,811.0,118.43346774193549,98.50806451612904,192,16.984375,2264,57,56,True
P07_wb_k1.7_l18_tri_15_20.0_26,3,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1827,913.5,120.75806451612904,100.75604838709677,185,15.18918918918919,2353,56,56,True
P07_wb_k1.7_l18_tri_15_20.0_26,4,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1735,867.5,122.30846774193549,102.78225806451613,188,16.21276595744681,2645,64,64,True
P07_wb_k1.7_l18_tri_15_20.0_26,5,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1750,875.0,113.90120967741936,93.90120967741936,183,15.759562841530055,2736,66,66,True
P07_wb_k1.7_l18_tri_15_20.0_26,6,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1654,827.0,131.37298387096774,111.5100806451613,187,16.593582887700535,2321,58,57,True
P07_wb_k1.7_l18_tri_15_20.0_26,7,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1760,880.0,125.53427419354838,105.63306451612904,184,16.195652173913043,2229,54,54,True
P07_wb_k1.7_l18_tri_15_20.0_26,8,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1594,797.0,117.15725806451613,97.59879032258064,190,16.410526315789475,2381,57,57,True
P07_wb_k1.7_l18_tri_15_20.0_26,9,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1752,876.0,113.09274193548387,93.29838709677419,188,16.81382978723404,2451,59,59,True
P07_wb_k1.7_l18_tri_15_20.0_26,10,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1811,905.5,128.03629032258064,108.46774193548387,175,16.245714285714286,2524,60,60,True
P07_wb_k1.7_l18_tri_15_20.0_26,11,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1495,747.5,103.79233870967742,83.83266129032258,180,15.494444444444444,2103,50,50,True
P07_wb_k1.7_l18_tri_15_20.0_26,12,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1736,868.0,136.75201612903226,117.1149193548387,193,16.34715025906736,2415,57,57,True
P07_wb_k1.7_l18_tri_15_20.0_26,13,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1563,781.5,119.60887096774194,100.21975806451613,181,16.607734806629836,2753,68,68,True
P07_wb_k1.7_l18_tri_15_20.0_26,14,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1871,935.5,127.95362903225806,108.43346774193549,190,17.694736842105264,2232,56,56,True
P07_wb_k1.7_l18_tri_15_20.0_26,15,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1654,827.0,121.48185483870968,101.82459677419355,186,15.946236559139784,2711,65,65,True
P07_wb_k1.7_l18_tri_15_20.0_26,16,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1565,782.5,111.62298387096774,91.86693548387096,181,15.806629834254144,2349,57,57,True
P07_wb_k1.7_l18_tri_15_20.0_26,17,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1589,794.5,129.4798387096774,109.50201612903226,189,16.47089947089947,2009,50,49,True
P07_wb_k1.7_l18_tri_15_20.0_26,18,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1728,864.0,146.79637096774192,126.84677419354838,194,15.783505154639176,2695,68,66,True
P07_wb_k1.7_l18_tri_15_20.0_26,19,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1544,772.0,107.9274193548387,88.17338709677419,177,15.570621468926554,2165,51,51,True
P07_wb_k1.7_l18_tri_15_20.0_26,20,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1613,806.5,114.54032258064517,94.55846774193549,192,15.536458333333334,2356,57,57,True
P07_wb_k1.7_l18_tri_15_20.0_26,21,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1879,939.5,125.9758064516129,106.2258064516129,191,15.638743455497382,2723,66,66,True
P07_wb_k1.7_l18_tri_15_20.0_26,22,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1759,879.5,127.04838709677419,107.19556451612904,181,16.8121546961326,2597,62,62,True
P07_wb_k1.7_l18_tri_15_20.0_26,23,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1602,801.0,135.29032258064515,115.7883064516129,191,16.63350785340314,2430,58,58,True
P07_wb_k1.7_l18_tri_15_20.0_26,24,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1776,888.0,124.45564516129032,104.51814516129032,181,15.281767955801104,2777,69,68,True
P07_wb_k1.7_l18_tri_15_20.0_26,25,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1801,900.5,116.9616935483871,97.20362903225806,193,15.487046632124352,2552,60,60,True
P07_wb_k1.7_l18_tri_15_20.0_26,26,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1883,941.5,137.70967741935485,118.07056451612904,186,16.06451612903226,2818,67,67,True
P07_wb_k1.7_l18_tri_15_20.0_26,27,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1817,908.5,122.72379032258064,103.15927419354838,185,15.854054054054053,2868,68,67,True
P07_wb_k1.7_l18_tri_15_20.0_26,28,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1736,868.0,129.9233870967742,110.03427419354838,174,16.844827586206897,2142,53,53,True
P07_wb_k1.7_l18_tri_15_20.0_26,29,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1478,739.0,93.40725806451613,74.07056451612904,177,15.887005649717514,2463,60,60,True
P07_wb_k1.7_l18_tri_15_20.0_26,30,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.0,26.0,1601,800.5,110.29233870967742,90.4758064516129,188,15.398936170212766,2297,55,55,True
P08_wb_k1.7_l18_tri_15_20.5_26,1,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1666,833.0,117.84475806451613,98.0,186,15.924731182795698,2394,58,58,True
P08_wb_k1.7_l18_tri_15_20.5_26,2,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1631,815.5,118.31653225806451,98.39112903225806,192,16.984375,2311,57,56,True
P08_wb_k1.7_l18_tri_15_20.5_26,3,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1844,922.0,121.36895161290323,101.36693548387096,185,15.18918918918919,2414,56,56,True
P08_wb_k1.7_l18_tri_15_20.5_26,4,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1736,868.0,122.85887096774194,103.33266129032258,188,16.21276595744681,2638,64,64,True
P08_wb_k1.7_l18_tri_15_20.5_26,5,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1772,886.0,114.9274193548387,94.9274193548387,183,15.759562841530055,2780,66,66,True
P08_wb_k1.7_l18_tri_15_20.5_26,6,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1648,824.0,130.56451612903226,110.70161290322581,187,16.593582887700535,2378,58,57,True
P08_wb_k1.7_l18_tri_15_20.5_26,7,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1780,890.0,126.1633064516129,106.26209677419355,184,16.195652173913043,2265,54,54,True
P08_wb_k1.7_l18_tri_15_20.5_26,8,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1586,793.0,117.18346774193549,97.625,190,16.410526315789475,2417,57,57,True
P08_wb_k1.7_l18_tri_15_20.5_26,9,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1746,873.0,113.70161290322581,93.90725806451613,188,16.81382978723404,2462,59,59,True
P08_wb_k1.7_l18_tri_15_20.5_26,10,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1814,907.0,128.24798387096774,108.67943548387096,175,16.245714285714286,2510,60,60,True
P08_wb_k1.7_l18_tri_15_20.5_26,11,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1464,732.0,101.58266129032258,81.62298387096774,180,15.494444444444444,2066,50,50,True
P08_wb_k1.7_l18_tri_15_20.5_26,12,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1731,865.5,138.13104838709677,118.49395161290323,193,16.34715025906736,2411,57,57,True
P08_wb_k1.7_l18_tri_15_20.5_26,13,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1574,787.0,120.8125,101.42338709677419,181,16.607734806629836,2780,68,68,True
P08_wb_k1.7_l18_tri_15_20.5_26,14,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1915,957.5,130.25806451612902,110.73790322580645,190,17.694736842105264,2358,56,56,True
P08_wb_k1.7_l18_tri_15_20.5_26,15,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1652,826.0,122.8991935483871,103.24193548387096,186,15.946236559139784,2716,65,65,True
P08_wb_k1.7_l18_tri_15_20.5_26,16,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1557,778.5,112.78024193548387,93.0241935483871,181,15.806629834254144,2363,57,57,True
P08_wb_k1.7_l18_tri_15_20.5_26,17,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1611,805.5,129.82862903225808,109.8508064516129,189,16.47089947089947,2119,50,49,True
P08_wb_k1.7_l18_tri_15_20.5_26,18,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1727,863.5,147.0241935483871,127.07459677419355,194,15.783505154639176,2756,68,66,True
P08_wb_k1.7_l18_tri_15_20.5_26,19,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1558,779.0,107.7258064516129,87.97177419354838,177,15.570621468926554,2144,51,51,True
P08_wb_k1.7_l18_tri_15_20.5_26,20,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1620,810.0,114.6149193548387,94.63306451612904,192,15.536458333333334,2380,57,57,True
P08_wb_k1.7_l18_tri_15_20.5_26,21,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1866,933.0,125.8366935483871,106.0866935483871,191,15.638743455497382,2749,66,66,True
P08_wb_k1.7_l18_tri_15_20.5_26,22,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1764,882.0,128.56854838709677,108.71572580645162,181,16.8121546961326,2562,62,62,True
P08_wb_k1.7_l18_tri_15_20.5_26,23,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1606,803.0,134.30443548387098,114.8024193548387,191,16.63350785340314,2410,58,58,True
P08_wb_k1.7_l18_tri_15_20.5_26,24,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1773,886.5,124.87701612903226,104.93951612903226,181,15.281767955801104,2818,69,68,True
P08_wb_k1.7_l18_tri_15_20.5_26,25,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1767,883.5,115.67338709677419,95.91532258064517,193,15.487046632124352,2476,60,60,True
P08_wb_k1.7_l18_tri_15_20.5_26,26,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1876,938.0,137.26209677419354,117.62298387096774,186,16.06451612903226,2809,67,67,True
P08_wb_k1.7_l18_tri_15_20.5_26,27,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1823,911.5,122.1491935483871,102.58467741935483,185,15.854054054054053,2798,68,67,True
P08_wb_k1.7_l18_tri_15_20.5_26,28,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1773,886.5,132.59072580645162,112.70161290322581,174,16.844827586206897,2227,53,53,True
P08_wb_k1.7_l18_tri_15_20.5_26,29,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1500,750.0,93.29233870967742,73.95564516129032,177,15.887005649717514,2483,60,60,True
P08_wb_k1.7_l18_tri_15_20.5_26,30,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,20.5,26.0,1604,802.0,110.96774193548387,91.15120967741936,188,15.398936170212766,2324,55,55,True
P09_wb_k1.7_l18_tri_15_21.0_26,1,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1673,836.5,117.7399193548387,97.89516129032258,186,15.924731182795698,2424,58,58,True
P09_wb_k1.7_l18_tri_15_21.0_26,2,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1651,825.5,119.96975806451613,100.04435483870968,192,16.984375,2387,57,56,True
P09_wb_k1.7_l18_tri_15_21.0_26,3,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1832,916.0,120.21774193548387,100.21572580645162,185,15.18918918918919,2391,56,56,True
P09_wb_k1.7_l18_tri_15_21.0_26,4,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1746,873.0,123.50201612903226,103.9758064516129,188,16.21276595744681,2769,64,64,True
P09_wb_k1.7_l18_tri_15_21.0_26,5,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1757,878.5,115.39112903225806,95.39112903225806,183,15.759562841530055,2791,66,66,True
P09_wb_k1.7_l18_tri_15_21.0_26,6,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1636,818.0,131.07459677419354,111.2116935483871,187,16.593582887700535,2389,58,57,True
P09_wb_k1.7_l18_tri_15_21.0_26,7,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1787,893.5,126.82862903225806,106.9274193548387,184,16.195652173913043,2317,54,54,True
P09_wb_k1.7_l18_tri_15_21.0_26,8,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1567,783.5,116.70564516129032,97.14717741935483,190,16.410526315789475,2374,57,57,True
P09_wb_k1.7_l18_tri_15_21.0_26,9,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1759,879.5,112.84677419354838,93.0524193548387,188,16.81382978723404,2413,59,59,True
P09_wb_k1.7_l18_tri_15_21.0_26,10,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1822,911.0,129.2116935483871,109.64314516129032,175,16.245714285714286,2529,60,60,True
P09_wb_k1.7_l18_tri_15_21.0_26,11,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1503,751.5,103.37298387096774,83.4133064516129,180,15.494444444444444,2120,50,50,True
P09_wb_k1.7_l18_tri_15_21.0_26,12,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1748,874.0,138.46975806451613,118.83266129032258,193,16.34715025906736,2370,57,57,True
P09_wb_k1.7_l18_tri_15_21.0_26,13,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1580,790.0,121.5866935483871,102.1975806451613,181,16.607734806629836,2885,68,68,True
P09_wb_k1.7_l18_tri_15_21.0_26,14,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1901,950.5,129.25201612903226,109.73185483870968,190,17.694736842105264,2352,56,56,True
P09_wb_k1.7_l18_tri_15_21.0_26,15,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1626,813.0,122.46572580645162,102.80846774193549,186,15.946236559139784,2715,65,65,True
P09_wb_k1.7_l18_tri_15_21.0_26,16,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1567,783.5,113.92338709677419,94.16733870967742,181,15.806629834254144,2485,57,57,True
P09_wb_k1.7_l18_tri_15_21.0_26,17,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1610,805.0,129.66129032258064,109.68346774193549,189,16.47089947089947,2147,50,49,True
P09_wb_k1.7_l18_tri_15_21.0_26,18,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1729,864.5,147.49798387096774,127.54838709677419,194,15.783505154639176,2742,68,66,True
P09_wb_k1.7_l18_tri_15_21.0_26,19,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1545,772.5,107.60483870967742,87.8508064516129,177,15.570621468926554,2161,51,51,True
P09_wb_k1.7_l18_tri_15_21.0_26,20,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1611,805.5,114.41935483870968,94.4375,192,15.536458333333334,2434,57,57,True
P09_wb_k1.7_l18_tri_15_21.0_26,21,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1896,948.0,125.49193548387096,105.74193548387096,191,15.638743455497382,2807,66,66,True
P09_wb_k1.7_l18_tri_15_21.0_26,22,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1809,904.5,129.9616935483871,110.10887096774194,181,16.8121546961326,2679,62,62,True
P09_wb_k1.7_l18_tri_15_21.0_26,23,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1628,814.0,134.33467741935485,114.83266129032258,191,16.63350785340314,2437,58,58,True
P09_wb_k1.7_l18_tri_15_21.0_26,24,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1776,888.0,123.96572580645162,104.02822580645162,181,15.281767955801104,2758,69,68,True
P09_wb_k1.7_l18_tri_15_21.0_26,25,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1802,901.0,117.79233870967742,98.03427419354838,193,15.487046632124352,2572,60,60,True
P09_wb_k1.7_l18_tri_15_21.0_26,26,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1875,937.5,136.50806451612902,116.86895161290323,186,16.06451612903226,2854,67,67,True
P09_wb_k1.7_l18_tri_15_21.0_26,27,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1825,912.5,123.90322580645162,104.33870967741936,185,15.854054054054053,2843,68,67,True
P09_wb_k1.7_l18_tri_15_21.0_26,28,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1779,889.5,133.76008064516128,113.87096774193549,174,16.844827586206897,2281,53,53,True
P09_wb_k1.7_l18_tri_15_21.0_26,29,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1509,754.5,94.16935483870968,74.83266129032258,177,15.887005649717514,2510,60,60,True
P09_wb_k1.7_l18_tri_15_21.0_26,30,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1610,805.0,111.24193548387096,91.42540322580645,188,15.398936170212766,2316,55,55,True
